name,country,city,employees,bucket,source,specialty,build_signal,source_url,oncology_tags,tier,score,score_breakdown,exclusion_reason,growth_12m_pct,growth_3m_pct,follower_growth_12m_pct,last_funding_round,last_funding_date,total_investment_usd,role_eng_pct,role_ops_pct,role_research_pct,role_qa_pct,rev_lower_usd,rev_higher_usd,founded_year,acquisition_status,ipo_date,follower_count,linkedin_id_resolved
SKS Welding Systems GmbH,DEU,Kaiserslautern,71,vaccines,crustdata,"Automation Machinery Manufacturing / For more than 35 years, SKS Welding Systems has been known as a reliable system ",1.4285714285714286% growth,http://www.sks-welding.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,1.4285714285714286,0.0,0.0,,,0,,,,,10000000,20000000,1989,,,2528,11788208
TECH5,CHE,Geneva,71,vaccines,crustdata,IT System Operations and Maintenance / TECH5 is an international technology company founded by experts from the biometr,-1.3888888888888888% growth,http://tech5.ai,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-1.3888888888888888,-1.3888888888888888,28.99716177861873,debt_financing,2026-01-21,20500000,,,,,10000000,20000000,2018,,,5454,11866312
Q-Pharm AG,DEU,Zörbig,~70,sterile_generics,research,"Sterile contract manufacturing (vials, ampoules)",,https://www.q-pharm.de,,Tier 3,3,industry=3/3 capability=0/2 size=0/2 trigger=0/2,,,,,,,,,,,,,,,,,,
FAWEMA GmbH,DEU,Engelskirchen,69,vaccines,crustdata,"Machinery Manufacturing / FAWEMA is a globally recognized brand name for packaging machines, representing ",6.153846153846154% growth,http://www.fawema.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,6.153846153846154,0.0,13.418662262592898,,,0,,,,,10000000,20000000,1920,acquired,,2747,6053747
Konzelmann GmbH,DEU,Löchgau,69,vaccines,crustdata,Plastics Manufacturing / We show responsibility - trust us and secure your competitive advantage. Based o,6.153846153846154% growth,https://www.konzelmann.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,6.153846153846154,-1.4285714285714286,33.417402269861284,,,0,,,,,20000000,50000000,1960,acquired,,1058,41304426
Vétérinaires Sans Frontières Germany/ Tierärzte ohne Grenzen,DEU,Berlin,69,veterinary_pharma,crustdata,Non-profit Organizations / Healthy Animals - Healthy People - Healthy Environment VSF-Suisse fights hunger ,-6.756756756756757% growth,http://www.vsfg.org,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-6.756756756756757,1.4705882352941175,20.16741288689897,,,,,,,,20000000,50000000,1991,,,6173,14506148
Hufschmied Zerspanungssysteme GmbH,DEU,Bobingen,68,vaccines,crustdata,Manufacturing / Hufschmied Zerspanungssysteme GmbH has over 30 years of experience in the develo,-4.225352112676056% growth,http://www.hufschmied.net,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-4.225352112676056,-1.4492753623188406,12.287912319527875,,,0,,,,,10000000,20000000,1991,,,10655,17905698
"Faculty of Veterinary Medicine, Alexandria University",DEU,Germany,67,veterinary_pharma,crustdata,"Higher Education / Faculty of Veterinary Medicine, Alexandria University is a higher education comp",6.349206349206349% growth,http://vetmed.au.alexu.edu.eg,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,6.349206349206349,1.5151515151515151,0.0,,,,,,,,0,0,,,,135,36941138
PRIMES GmbH,DEU,Pfungstadt,67,vaccines,crustdata,Machinery Manufacturing / Competence in Beam DiagnosticsPRIMES develops and produces market leading system,0.0% growth,http://www.primes.de,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,0.0,-1.4705882352941175,23.408924652523773,,,0,,,,,10000000,20000000,1992,,,1687,6112726
BENZ Tooling,DEU,Gengenbach,66,vaccines,crustdata,Machinery Manufacturing / Specialist for CNC Aggregate TechnologyBENZ is a leading manufacturer and provid,0.0% growth,https://www.benztooling.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,0.0,1.5384615384615385,0.0,,,0,,,,,20000000,50000000,1946,,,2705,7500114
Institute of Virology and Immunology IVI,CHE,Köniz,66,"vaccines,veterinary_pharma",crustdata,Government Administration / The Institute of Virology and Immunology (IVI) is Switzerland’s reference labora,3.125% growth,https://www.ivi.admin.ch/ivi/de/home.html,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,3.125,1.5384615384615385,43.77967711301044,,,,,,,,0,0,,,,3028,76995208
Kirsch Pharma GmbH,DEU,Salzgitter,66,veterinary_pharma,crustdata,Chemical Raw Materials Manufacturing / Kirsch Pharma has been a supplier of individual products in premium quality for ,15.789473684210526% growth,https://www.kirschpharma.com/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,15.789473684210526,4.761904761904762,70.79261672095548,,,0,,,,,10000000,20000000,1980,,,1573,83492441
NILES-SIMMONS-HEGENSCHEIDT GROUP,DEU,Chemnitz,66,vaccines,crustdata,Machinery Manufacturing / Quality & Innovation - The NILES-SIMMONS-HEGENSCHEIDT GroupNILES-SIMMONS-HEGENSC,8.19672131147541% growth,https://www.nshgroup.com/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,8.19672131147541,1.5384615384615385,26.58545324256539,,,0,,,,,500000000,1000000000,2000,,,3533,7416508
MHT Mold & Hotrunner Technology AG,DEU,Hochheim am Main,65,vaccines,crustdata,Machinery Manufacturing / We are specialists for everthing about preforms. As independent tool makers we p,6.557377049180328% growth,http://www.mht-ag.de,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,6.557377049180328,1.5625,32.87635799275737,,,0,,,,,10000000,20000000,1996,acquired,,5137,12793441
Permamed,CHE,Therwil,~65,originator_pharma,research,"Dermatology, rheumatism, vein, sports injuries",Prix SVC Nordschweiz 2025 winner; growth investments,https://permamed.ch/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,5.263157894736842,-2.4390243902439024,17.543859649122805,,,0,,,,,10000000,20000000,1979,,,871,740160
VetZ GmbH,DEU,Isernhagen Farster Bauerschaft,65,veterinary_pharma,crustdata,"Veterinary Services / Seit Jahren zählen wir zu den führenden Anbietern von Praxismanagementsoftware, ",-1.5151515151515151% growth,https://www.vetz.vet/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-1.5151515151515151,0.0,117.73333333333333,,,0,,,,,10000000,20000000,1997,acquired,,3266,1377397
Boom Software,AUT,Austria,64,vaccines,crustdata,"Software Development / Maintenance, a major part of today’s sustainable development of society and a ke",6.666666666666667% growth,https://www.boomsoftware.com/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,6.666666666666667,1.5873015873015872,19.828641370869033,,,0,,,,,10000000,20000000,1995,,,979,27002190
Lamarr Institute,DEU,Dortmund,64,vaccines,crustdata,"Research / As an international AI center of excellence, the Lamarr Institute for Machine Le",10.344827586206897% growth,https://lamarr-institute.org/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,10.344827586206897,-4.477611940298507,48.86270211016716,,,0,,,,,10000000,20000000,2018,,,5432,71638592
Spanflug Technologies,DEU,Munich,64,vaccines,crustdata,Machinery Manufacturing / Spanflug Technologies GmbH is a Munich-based technology company and operator of ,28.000000000000004% growth,https://spanflug.de,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,28.000000000000004,1.5873015873015872,22.91154791154791,corporate_round,2021-01-20,0,,,,,2500000,5000000,2018,,,4002,18736993
TWINCORE GmbH,DEU,Hannover,64,academic_gmp,crustdata,"Research Services / In vielen Teilen der Welt konnten Infektionskrankheiten zurückgedrängt werden, b",1.5873015873015872% growth,https://www.twincore.de,,Tier 3,3,industry=1/3 capability=1/2 size=0/2 trigger=1/2,,1.5873015873015872,0.0,45.236051502145926,,,,,,,,0,0,2008,,,1692,80376789
BURKHARDT+WEBER Fertigungssysteme GmbH,DEU,Reutlingen,63,vaccines,crustdata,"Machinery Manufacturing / Flexible machining centres for machining of complex steel, cast and titanium par",8.620689655172415% growth,http://burkhardt-weber.de,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,8.620689655172415,1.6129032258064515,14.247221286628495,,,0,,,,,50000000,100000000,,,,3392,27010263
CONEC Elektronische Bauelemente GmbH,DEU,Lippstadt,63,vaccines,crustdata,"Appliances, Electrical, and Electronics Manufacturing / Die CONEC Elektronische Bauelemente GmbH ist ein leistungsfähiger Hersteller von",8.620689655172415% growth,http://www.conec.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,8.620689655172415,3.278688524590164,0.0,,,,,,,,500000000,1000000000,1978,,,1594,3795091
Laubscher Precision AG,CHE,Täuffelen,63,vaccines,crustdata,"Fabricated Metal Products / Laubscher Precision AG, the leading manufacturer for turning parts with highest ",-3.076923076923077% growth,http://www.laubscher.swiss,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-3.076923076923077,5.0,20.697954271961493,,,0,,,,,20000000,50000000,,,,2006,11100917
Codewerk,DEU,Karlsruhe,62,vaccines,crustdata,Software Development / Codewerk combines state-of-the-art technologies with in-depth industry knowledge,8.771929824561402% growth,https://www.codewerk.de,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,8.771929824561402,3.3333333333333335,34.66757123473541,,,0,,,,,10000000,20000000,2014,,,1985,9333563
DN Solutions Europe,DEU,Dormagen,62,vaccines,crustdata,"Machinery Manufacturing / Since its founding in 1976, DN Solutions has established itself as a leading glo",29.166666666666668% growth,https://www.dn-solutions.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,29.166666666666668,5.084745762711865,0.0,,,,,,,,10000000,20000000,1976,,,8939,72103333
EXAMION GmbH Human medicine,DEU,Fellbach,62,veterinary_pharma,crustdata,"Medical Equipment Manufacturing / Based in Germany, EXAMION is a specialised provider of solutions for digital rad",6.896551724137931% growth,https://www.examion.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,6.896551724137931,0.0,20.29988465974625,,,,,,,,10000000,20000000,1989,,,1043,12494207
fruitcore robotics,DEU,Constance,62,vaccines,crustdata,"Automation Machinery Manufacturing / With the Industrial Robot Platform, fruitcore robotics offers all the building b",-3.125% growth,https://www.fruitcore-robotics.com/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-3.125,0.0,16.95273631840796,series_b,2022-12-14,44306477,,,,,10000000,20000000,2017,,,9403,11687577
SwissFactory.Group AG,CHE,Neuenegg,62,vaccines,crustdata,Industrial Machinery Manufacturing / The SwissFactory.Group is an association of around ten innovative SMEs with comp,-7.462686567164178% growth,https://swissfactory.group,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-7.462686567164178,0.0,0.0,,,0,,,,,20000000,50000000,2020,,,6618,67999716
"Department of Clinical Research (DCR), University of Bern",CHE,Bern,61,academic_gmp,crustdata,Research Services / The Department of Clinical Research is your first point of contact when it comes,24.489795918367346% growth,https://www.dcr.unibe.ch,,Tier 3,3,industry=1/3 capability=1/2 size=0/2 trigger=1/2,,24.489795918367346,0.0,0.0,,,,,,,,10000000,20000000,2019,,,3940,92482132
Leifeld Metal Spinning,DEU,Ahlen,61,vaccines,crustdata,"Machinery Manufacturing / Leifeld Metal Spinning GmbH develops, produces and distribute tooling machines f",10.909090909090908% growth,https://leifeldms.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,10.909090909090908,1.6666666666666667,22.06870799103809,,,0,,,,,100000000,500000000,,,,3269,12284987
TVARIT,DEU,Frankfurt,61,vaccines,crustdata,"Software Development / We are a specialized Deep Tech company based in Frankfurt, Germany, and a provid",22.0% growth,http://www.tvarit.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,22.0,3.389830508474576,11.88777006550005,series_a,2023-10-31,15432992,,,,,10000000,20000000,2019,,,11445,13015039
4th-IR,CHE,Lucerne,60,vaccines,crustdata,IT Services and IT Consulting / Fourth-IR was established in 2016 to lead the cognitive revolution with experts ,5.263157894736842% growth,http://4th-ir.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,5.263157894736842,-10.44776119402985,91.49054505005562,,,0,,,,,1000000,2500000,2016,,,3443,22344581
EMS-CHEMIE (Business Unit EMS-GRILTECH),CHE,Domat,59,vaccines,crustdata,"Plastics Manufacturing / We manufacture and sell Grilon, Nexylon and Nexylene fibers, Griltex hotmelt adh",-1.6666666666666667% growth,http://www.emsgriltech.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-1.6666666666666667,3.508771929824561,11.316725978647685,,,0,,,,,50000000,100000000,1936,,,1564,5081944
Max Planck Foundation for International Peace and the Rule of Law,DEU,Heidelberg,59,academic_gmp,crustdata,Research Services / The Max Planck Foundation for International Peace and the Rule of Law provides a,-21.333333333333336% growth,https://www.mpfpr.de/,,Tier 3,3,industry=1/3 capability=1/2 size=0/2 trigger=1/2,,-21.333333333333336,0.0,11.720316430316066,,,0,,,,,10000000,20000000,2013,,,30646,18194618
Nuproxa Group,CHE,Étoy,59,veterinary_pharma,crustdata,"Veterinary Services / Nuproxa is a Swiss company founded in 2007, supplying high-quality solutions to ",-3.278688524590164% growth,http://www.nuproxa.ch,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-3.278688524590164,-3.278688524590164,70.28790786948177,,,0,,,,,2500000,5000000,2007,,,17744,5219444
Symanto,DEU,Nuremberg,59,vaccines,crustdata,"Software Development / Symanto is a pioneer in Human AI technology, specialising in psychology-based ar",-10.606060606060606% growth,http://www.symanto.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-10.606060606060606,1.7241379310344827,19.957264957264957,,,0,,,,,10000000,20000000,2010,,,2807,1220760
Tampoprint GmbH,DEU,Korntal,59,vaccines,crustdata,"Machinery Manufacturing / TAMPOPRINT GmbH, as German medium-sized mechanical engineering company, is an in",-7.8125% growth,http://www.tampoprint.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-7.8125,-1.6666666666666667,0.0,,,0,,,,,10000000,20000000,1956,,,2093,8428084
ADS-TEC Industrial IT,DEU,Nurtingen,58,vaccines,crustdata,Computers and Electronics Manufacturing / We believe that a connected future can succeed when humans and machines interact,-7.936507936507936% growth,https://www.ads-tec-iit.com/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-7.936507936507936,-3.3333333333333335,23.30754352030948,,,,,,,,10000000,20000000,1980,,,2550,79768129
Data Reply DE,DEU,Munich,58,vaccines,crustdata,"Information Technology & Services / Data Reply, as part of the Reply Group, offers a wide range of services to help ",-1.694915254237288% growth,https://www.reply.com/data-reply/de/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-1.694915254237288,1.7543859649122806,12.389380530973451,,,,,,,,10000000,20000000,,,,2540,10475608
IDEAL-Werk C.+E. Jungeblodt GmbH + Co.KG,DEU,Lippstadt,58,vaccines,crustdata,"Machinery Manufacturing / Since its foundation in 1923, the name IDEAL has stood for continuous innovation",13.725490196078432% growth,http://www.ideal-werk.com,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,13.725490196078432,3.571428571428571,23.599439775910362,,,0,,,,,10000000,20000000,1923,,,1765,12837490
LAYERTEC,DEU,Frankendorf,58,vaccines,crustdata,Nanotechnology Research / LAYERTEC is your reliable partner for high-quality optical components and custom,-1.694915254237288% growth,https://www.layertec.de/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,-1.694915254237288,0.0,44.58281444582815,,,0,,,,,20000000,50000000,1990,,,1161,12534261
MAE. Group,DEU,Erkrath,58,vaccines,crustdata,"Machinery Manufacturing / With machine solutions for manual straightening, automatic straightening, and pr",1.7543859649122806% growth,https://mae-group.com/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,1.7543859649122806,0.0,19.419237749546276,,,0,,,,,10000000,20000000,1931,,,1316,36844675
Pulsar Photonics GmbH,DEU,Aachen,58,vaccines,crustdata,Machinery Manufacturing / Pulsar Photonics - a schunk company The high-technology company Pulsar Photonics,1.7543859649122806% growth,https://www.pulsar-photonics.de,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,1.7543859649122806,-1.694915254237288,30.047694753577108,seed,2016-03-03,0,,,,,10000000,20000000,2013,,,4908,9276447
TVI Entwicklung und Produktion GmbH,DEU,Bruckmühl,58,vaccines,crustdata,"Machinery Manufacturing / TVI - A strong brand. From the very beginning.Whether it is steaks, cutlets, rou",0.0% growth,https://tvi-gmbh.de/en/we-are-tvi/,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,0.0,1.7543859649122806,19.171974522292995,,,0,,,,,10000000,20000000,2004,,,3742,27223200
Baobab,DEU,Berlin,57,vaccines,crustdata,Insurance / Baobab Insurance protects small and medium businesses from cyber attacks through,58.333333333333336% growth,http://www.baobab.io,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,58.333333333333336,5.555555555555555,63.24091778202677,seed,2023-01-30,23092572,,,,,2500000,5000000,2021,,,3415,76254042
Daetwyler Graphics,CHE,Oftringen,57,vaccines,crustdata,"Mechanical Or Industrial Engineering / Since 1965, the name Daetwyler has stood for innovative process solutions and si",0.0% growth,http://www.daetwyler-graphics.ch,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,0.0,1.7857142857142856,16.955684007707127,,,0,,,,,10000000,20000000,1965,,,1214,7097192
SmartStep Consulting GmbH,DEU,Hamburg,57,vaccines,crustdata,"Business Consulting and Services / With over 15 years of proven expertise in Market Access, SmartStep provides high",0.0% growth,https://www.smartstep-consulting.de/en,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,0.0,0.0,47.90486976217441,,,0,,,,,2500000,5000000,2010,,,1306,2176416
Terra One,DEU,Berlin,57,vaccines,crustdata,"Services for Renewable Energy / At Terra One, we are pioneers in driving Europe's transition to climate neutrali",32.55813953488372% growth,https://www.terra.one,,Tier 3,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,,32.55813953488372,0.0,91.79054054054055,debt_financing,2025-09-17,184876585,,,,,2500000,5000000,2023,,,5677,86630574
